Year,Album,Song,Text
2005,Dark Light,Face Of God,"[""I'm drained but aching for more"", 'And the devil inside is reading', 'The words of the saddest poem', 'To be engraved on the stone of my grave', ""I'd kill to share your pain"", '(And carry the shame)', 'And sell my soul for you just to say', ""I dream what you're dreaming"", ""And feel what you're feeling"", ""Love's our shadow on the wall"", 'With the face of god', 'Nothing will be enough', 'For the ones Who keep on stumbling', 'In the garden of withering trust', 'Without the courage to leave', ""Oh I'd take my life for your kiss"", '(Grant me my wish)', 'And lose it all to take you across the abyss', ""You dream what I'm Dreaming"", ""And See what I'm seeing"", 'With the Face of God', 'Labyrinth in a shape of a heart', ""Love's secret architecture"", 'I find myself to be lost in the', 'Arms of your fate', ""I'd kill to share you pain"", '(Please let me stay)', ""Love's name in vein"", 'Again and again', 'With the face of', '(Face of)', 'The face of', 'God', 'God\n']"
2005,Dark Light,Wings Of A Butterfly,"['Heaven ablaze in our eyes ', ""We're standing still in time "", 'The blood on our hands is the wine', 'We offer as sacrifice ', 'Chorus]', 'Come on, and show them your love ', 'Rip out the wings of a butterfly', 'For your soul, my love', 'For your soul', 'This endless mercy mile ', ""We're crawling side by side "", 'With hell freezing over in our eyes ', 'Gods kneel before our crime', 'Come on lets show, them your love', '(Rip out the wings of a butterfly)', 'Donâ\x80\x99t let go', '(Rip out the wings of a butterfly) ', 'x2]', 'For your soul\n']"
2005,Dark Light,Killing Loneliness,"['Memories, sharp as daggers', 'Pierce into the flesh of today', 'Suicide of love took away all that matters', 'And buried the remains in an unmarked grave in your heart', 'With the venomous kiss you gave me', ""I'm killing loneliness (Killing loneliness)"", 'With the warmth of your arms you saved me,', ""Oh, I'm killing loneliness with you"", ""I'm killing loneliness that turned my heart into a tomb"", ""I'm killing loneliness"", 'Nailed to the cross, together', 'As solitude begs us to stay', 'Disappear in the lie forever', 'And denounce the power of death over our souls and secret words are said to start a war', 'Killing loneliness', 'With the warmth of your arms you saved me\n']"
2005,Dark Light,Behind The Crimson Door,"['Covered the carcass of time with flowers', 'To send the scent of blame to the grave', 'Set the darkest thoughts on fire', ""And watched the ashes climb to Heaven's gates"", 'We hide behind the crimson door', 'While the summer is killed by the fall', 'Alive behind the crimson door', 'While the winter sings:', '""Your love will be the death of me"" (Death of me)', '""Your love will be the death of me""', 'Death served wine for lovers', 'Brought from the world where devils reign', 'And intoxicated angels with sorrow', 'They witnessed in the eyes of their slaves', 'while the winter sings:', 'We hide behind the crimson door\n']"
2005,Dark Light,Dark Light,"['Shivers run through the spine', 'Of hope as she cries', 'the poison tears of a life denied', 'In the raven black night', 'Holding hands with', 'Dark light', 'Come shine in her lost heart tonight', 'And blind', 'All fears that haunt her', 'With your smile', 'Dark Light', ""In oblivion's garden"", ""Her body's on fire"", 'Writhing towards the angel defiled', 'To learn how to die', 'In peace with her God', 'All fears that haunt her with', 'Your smile', 'Dark Light\n']"
2005,Dark Light,Under The Rose,"['I dream of the winter in my heart turning to spring', 'While the ice gives way under my feet', 'And so I drown with the sun', ""I've been burning in water and drowning in flame"", 'To prove you wrong and scare you away', 'I admit my defeat and want back home', 'In your heart under the rose', 'I open my eyes with a sigh of relief', ""As the warmth of summer's sunlight dances around me"", 'And I see you with dead leaves in your hands', 'In your heart under the rose\n']"
2005,Dark Light,Vampire Heart,"[""You can't escape the wrath of my heart"", ""Beating to your funeral song (You're so alone)"", 'All faith is lost for hell regained', 'And love dust in the hands of shame (Just be brave)', 'Let me bleed you this song of my heart deformed', 'And lead you along this path in the dark', ""Where I belong 'till I feel your warmth"", 'Hold me', 'Like you held on to life', 'When all fears came alive and entombed me', 'Love me', 'Like you love the sun', 'Scorching the blood in my vampire heart', ""I'll be the thorns on every rose"", ""You've been sent by hope (You'll grow cold)"", 'I am the nightmare waking you up', 'From the dream of a dream of love (Just like before)', ""Let me weep you this poem as Heaven's gates close"", 'Paint you my soul, scarred and alone', 'Waiting for your kiss to take me back home', 'Hold me (Like you held on to life)', '(When all fears came alive and entombed me)', 'My vampire heart', 'Love me (Like you love the sun)', '(Scorching the blood in my)', 'My vampire heart\n']"
2005,Dark Light,Play Dead,"['A moth into a butterfly', 'And a lie', 'Into the sweetest truth', ""I'm so afraid of life"", 'I try', ""To call your name but I'm"", 'Silenced by the fear of dying in your heart once again', 'I see the seasons changing', 'And in the heart of this autumn I fall', 'With the leaves from the trees', 'I play dead', 'To hide my heart', 'Until the world gone dark fades away', 'I cry', 'Like God cries the rain', ""And I'm just one step away from the end of today"", 'I see the reasons changing', 'And in the warmth of the past I crawl', 'Scorched by the shame', 'I stay dead', 'Until you veil my scars and say goodbye to fate', ""Before it's too late\n""]"
2005,Dark Light,Drunk On Shadows,"['Hiding underneath', 'The veil of broken dreams', 'We find her weeping', 'On her once white wings', 'She will be carrying the weight of our deeds', 'And she bleeds for love', 'Forever gone', 'Drunk on shadows and lost in a lie', 'Killing ourselves a kiss at a time', 'Devils dance while angels smile', 'Finding souls to feed', 'The nightside of eden', 'We see the struggling', ""For her love's"", 'Last breath and walk off', ""She's blinded by the fear"", 'Of life and death and everything in between', 'We smile when she cries a river of tears', 'A mirror where we see nothing but a reflection of heaven too far away', 'So alive', '(Drunk on shadows)', 'So alive\n']"
2005,Dark Light,In The Night-Side Of Eden,"['Divided we stand in the light of a frozen sun', 'Cursing the gods we have become', 'We steal the fire from a sacred heart', 'And bleed the wine unholy', ""We fall in love with the serpent's song"", 'And fear nothing', 'In the nightside of Eden', ""We're born again dead"", 'Forever we are', ""Forever we've been"", ""Forever we'll be crucified to a dream"", ""Deranged, we're tearing away the petals of desire"", 'Learning the mathematics of evil by heart', 'We deceive ourselves to start a war', 'Within the realm of senses', 'And descend to the circle number four', 'Where we are nothing', 'In the nightside of Eden\n']"
2005,Dark Light,Venus (In Our Blood),"[""Her Heaven's a lie to those who threw away the key"", 'Her God is alive and well when the higher believes', ""And you can't damn the river of her dreams"", 'Or understand the divine words she speaks', 'Venus denies your seven towers above dark waters', ""You can't quench her thirst with the fear hiding away from the day"", 'Venus denies you in your dark waters', 'The moon kissed the sun and now we hold her in our blood', 'Her savior was never on a cross pierced with nails', 'Thirty pieces of silver never retraced her mistake', ""She'll always be free from the arms of your sins"", 'That made you weak as your world started crumbling', ""(She's in our blood)"", 'The Venus denies you in your dark waters', 'In our blood', ""(She's in our blood)\n""]"
2005,Dark Light,The Cage,"[""For years I've seen you fighting"", 'Against your heart', ""Living like you're dying"", 'So far from the sun', 'Waiting for a guardian angel', 'To lead you through the dangers', 'That lie ahead on your way', 'Towards tomorrows arms', 'Tears have turned from sweet to sour and hours to days', ""You're hiding yourself away"", ""From our cruel world's embrace"", 'And as your days turn to weeks', ""You'll cry yourself to sleep"", 'In the cage', 'We all have our fears but yours are', 'The scariest of them all', 'Lift your head and let us taste', 'The horror you adore', 'And it all starts to makes sense', 'All the blood wisely shed', 'Just wait until the cure comes knocking on your door', ""In the cage you're locked in"", ""In the cage you've locked yourself in\n""]"
2007,Venus Doom,Venus Doom,"['Leave all behind now to watch her crawl', 'Through our dark gardens of insanity', ""She'll be the light to guide you back home"", 'Just give her a kiss worth dying for', 'And open your arms', 'Chorus:]', 'Watch me fall for you', 'My venus doom', 'Hide my heart where all dreams are entombed', 'All dreams are of you', ""Grieve all your hearts out and she'll writhe enthralled"", 'In tragic ecstatic agony', 'And in her flames we will die some more', 'Just show me her life worth living for', 'And light up the dark', 'Chorus]', 'Hold me inside your infernal offering', 'Touch me as I fall', ""Don't lose yourself in this suffering yet"", 'Hold on', 'All tears are of you', 'My venus doom\n']"
2007,Venus Doom,Love In Cold Blood,"[""Serpentine love's thighs wrap around me in search for death"", ""Drenched in blood the adored and beloved will give in to'"", 'Love in cold blood', 'Breathe me in sweet suffering', 'Put me out of my misery', ""Love's feline eyes in darkness shine on her web"", 'Demonised with divine insight we draw our last breath', 'Darling take me home', 'To the castle made of skulls and bones', 'Sing me a song to remind me where I belong', 'In your arms, my love, in cold blood\n']"
2007,Venus Doom,Passion's Killing Floor,"[""It's poetry carved in flesh"", 'This beautiful hell of ours', 'To the deadliest sin we confess', '(Tears of joy fill our eyes)', 'We are safe where disfigured saints', 'Cry out their prophecies of doom', ""My heart's a graveyard, baby"", 'And to evil we make love', ""On our passion's killing floor"", ""In my arms, you won't sleep safely"", 'And of lust we are reborn', 'At the first kiss', 'the seeds of hatred are sewn', 'Back into darkness we flee', '(To tear our hearts out)', 'We are saved where all faiths fail', 'Alive inside of our tomb', ""(My heart's a graveyard, baby)"", ""(In my arms, you won't sleep safely)"", 'Forever more. . .\n']"
2007,Venus Doom,The Kiss Of Dawn,"['Blinded I am', 'And so are you', 'By shedding tears', 'Confusion that separates us two', 'We hold dear', 'Just look into my eyes', 'Kiss our fears goodbye', ""I'm reaching for your shadow"", 'Drowning in the kiss of dawn', 'Touching the pain that you left me with', 'At the kiss of dawn', ""I'm tired of the games"", ""I'm playing with you"", ""When you're not here"", 'Death frees from the fear of dying', ""It's true, have no fear"", 'Let me look into your eyes', 'And see death pass us by', 'Touching the pain you left me with', 'Drowning in the kiss of dawn\n']"
2007,Venus Doom,Sleepwalking Past Hope,"[""I hid the keys to unlock love's heart"", 'To hold you in my sweetest pain and suffering', ""Everything's unfair in our lust and war"", 'Redemption beyond right and wrong', 'In our hearts love keeps sweet-talking to despair', 'And goes on sleepwalking past hope', 'All is lost in this war', 'And all we can do is to wail and weep to the saddest song', 'Sleepwalking past hope', 'I unlit the light to embrace the dark', 'To be near but not to turn into you my darling', ""Forever we're lost in our souls' storm"", ""Reflections of each other's faults"", 'I gave up long ago', 'Painting love with crimson flow', 'Ran out of blood and hope', 'So I paint you no more', 'My hell begins from the 10th and descends to the circle', 'Six hundred threescore and six', ""And from there I crawl beneath Lucifer's claws just for one last kiss\n""]"
2007,Venus Doom,Dead Lover's Lane,"['Despair has a face', 'And all these wounds remain unhealed', 'Blessed to kill and enslaved', ""Are all hearts around love's will"", 'Thrilled to start all over again', ""Crawl down dead lover's lane,"", 'The maze of memories stained', 'And suck the blood right out of my heart', 'Fear has a name', 'Written on unhallowed ground', 'With dead leaves', 'Those words never fail', 'To feed the hunger that dreams', ""Our needs beyond God's grasp"", ""Crawl down dead lover's lane"", ""Scream out love's name in vain"", 'Embrace the pain again', 'And lose yourself alone in the dark', ""Dead lover's lane"", 'Right out of my heart\n']"
2007,Venus Doom,Songs Or Suicide,"['Sorrow rebuild me as I step out of the light', 'Misery strengthen me as I say my goodbyes', 'I heal my wounds with grief', 'And dream of you', 'And weep myself alive\n']"
2007,Venus Doom,Bleed Well,"['You had demons to kill within you screaming', 'With a gun loaded with guilt you opened their eyes', 'Love preys the living and praises the dead', 'In the heart of our hearts by death we were wed', ""Bleed well the soul you're about to sell for passion deranged"", ""Kiss and tell, baby we're bleeding well"", ""Bleed well the heart you're about to fail for reasons insane"", ""Kill and tell, baby we're bleeding well'"", ""'In hell"", ""'No love lost under her will', I heard you weeping"", 'And on those words a church was built to keep the pain in', ""If death is the answer to love's mysteries"", 'Then bleed on my darling to the sound of a dream\n']"
2007,Venus Doom,Cyanide Sun,"[""Should've known how hard it is to stop tearing each other apart"", 'Separating souls entwined with all these labyrinthine lies', 'I am dead to you, a shadow doomed', 'My love, forever in the dark', 'And of all untruths the truest is you', 'Too close to my heart', ""This emptiness I've made my home"", 'Embracing memories of dreams long gone', 'One last caress from the corpse of love is all I want', 'Underneath the cyanide sun', ""We've sailed the seas of grief on a raft built with our tears"", 'Looking for a way to disappear for a moment from our deepest fears', ""I'll be drowning you in this river of gloom"", 'Forever in my heart\n']"
2010,Screamworks: Love In Theory And Practice,In Venere Veritas,"[""Let's fall apart together now"", 'Zipping Cupid in a body bag well-worn', 'Next to the mausoleum he was born in', 'Picking up the pieces of this gory glory of it all', 'From Eve to mo(u)rn', 'Have no fear', 'There are wounds that are not meant to heal', 'And they sing, in venere veritas', 'Come inside', 'Let the fire burn you alive', 'And sing, baby sing', 'There are wounds that are not meant to heal at all', 'In venere veritas', ""There's a method to our sadness as we drag the mirrored ball and chain"", 'Through the twilight again', 'Dressed up in shame', 'We are begging for a reflection from an unshuttered heart', 'To blind and chase us over the edge', 'These are wounds that are not meant to heal at all', ""Let's fall apart together now\n""]"
2010,Screamworks: Love In Theory And Practice,Scared To Death,"['In the biblical sense and sensibility', 'let me know you', ""I'll kiss that smile off your face"", 'just say when', ""I'm not afraid to say 'I love you'"", 'any more than I used to be, babe', 'I am scared to death, I am scared to death', 'to fall in love', 'All these pick-up lines from hell', 'Icebreakers infernal', 'from a heart so black and blue', 'only for you', '(just say when, again)', 'with you', ""I'm not afraid to admit I adore you"", 'any more than I was before, babe', 'with you...', 'scared to death...', ""I'm scared to death.."", ""And you're sweet like poison...\n""]"
2010,Screamworks: Love In Theory And Practice,Heartkiller,"['Farewell the heartless world', ""I'll send you a postcard burnt"", 'in the flames you tried so hard to extinguish with fear of failing', ""I'll write down everything I've learned"", 'And edit it down to a single word', ""Love, for you I'm waiting, anticipating"", 'Sparks will fly beneath the Luna alight', ""Lazarus at Frankenstein's,"", ""Babe I'll be a flatliner for a heartkiller"", 'A little we die, above the lesser light', ""for you I'm open wide,"", 'Top hats off to the return,', 'of the beat to lick a wound to', 'cursed for some and blessed for a few', ""It doesn't have to make any sense at all"", ""Come hither and we'll fall"", 'In love, for love', ""I'm crawling out of patience baby"", 'Paint all your sorrows for me to sing', 'Heartkiller', 'Draw your pain and hear me hum it out', ""Babe I'll be a flatliner for a heartkiller\n""]"
2010,Screamworks: Love In Theory And Practice,Dying Song,"[""I've seen you breathe life into the weakest of hearts"", 'And heard you scream out loud the sweetest poem', 'Echoing across the ocean reminding me why I still try', 'To hold onto whatever is left of you and I', 'Shedding skin to a dying song', ""We hum along to the evening sun 'til we are no more"", 'Little deaths to a dying song', 'Sound a lot like life', ""I've seen these dreams being crushed by a single thought"", 'And felt the envy of sadness engulf all warmth', 'Barely alive under her eyes by exchanging sighs', 'With tomorrow quivering in the loneliest light', 'Sound a lot like life and love', 'Life and love with you', 'Crawl back into bed', ""Tomorrow's is trembling"", 'At the sight of you and I', 'Life and love', '(Dying song)', '(A dying song) ', 'x4]', 'With you...', 'Dying song\n']"
2010,Screamworks: Love In Theory And Practice,Disarm Me (With Your Loneliness),"['A promise of heaven pushed us right back to hell', 'Turning three sevens into three sixes again', 'And you laughed at my face when I told you how much it hurts', 'And said', 'Disarm me with your loneliness', 'Just like always before', 'Deceive me out of my emptiness', 'Telling me how you love', 'You keep on tempting me to go on whatever the cost', 'To witness the prettiest flower in bloom wither to dust', ""So I'll break all the rules in this endless game once called love"", 'For you', 'Telling me how you love me with all your heart', 'No more', 'Deceive me out of my emmptiness', 'Me with all your heart', 'Tell me how much it hurts my love?', '(No more)', 'Tell me how my kiss can change your world', 'Tell me how much it hurts (more) to be alone', 'Telling me that you love me with all your heart', 'No more\n']"
2010,Screamworks: Love In Theory And Practice,"Love, The Hardest Way","[""Love's the devil counting teardrops in the rain"", 'To the sound of a chalkboard symphony played with nails', ""For what it's worth"", ""I don't wanna see you hurt anymore"", 'Than you have to', 'Chorus:]', 'Dine on glass', 'Wine on blood', 'Baby, love the hard way', 'Baudelaire in Braille', 'Once you lose yourself entomb', 'I promise you to love the hardest way', 'Pretty like a flower on a tomb you are', 'Kissed blue by the last arrows of the sun', 'Olly olly oxen free', 'Hide and go weep', 'No more', 'Unless you want to', 'Chorus x2]', '(Love the hard way)', 'Love the hardest way', '(Love the harder way)', 'I promise you love the hardest way', 'Love the hardest\n']"
2010,Screamworks: Love In Theory And Practice,Katherine Wheel,"['Lo and behold, baby', 'These are the things you make me do', ""Katherine Wheel I'm burning for you"", ""I'm burning for you"", 'Come on and break me a limb at a time', 'Wrap me around your spokes so tight', ""There's no letting go"", 'Spin me around to blur the line between you and I', 'What are you waiting for?', ""Please don't stop until my heart no longer screams"", 'Katherine Wheel', ""Holding hands won't be enough"", 'In a world giving head to a gun', 'Love in theory and practice', 'Chapter one', 'Katherine wheel', 'I twist and turn', 'Your arms swirl', 'The dizzier I get the clearer I see', ""With you I'm at peace with the war within"", ""I'm burning for you\n""]"
2010,Screamworks: Love In Theory And Practice,In The Arms Of Rain,"['Once again we found ourselves to be lost', 'Holding hands while straying from the path in the forest dark', ""Aren't you happy to see me crawl serpentine towards the sun to you?"", ""Lift the lid off your heart's casket in the arms of rain"", ""Drift along this river of sadness 'til we feel no pain"", 'Baby stop, Hail Maries for the secret you kept from me', ""Hail Maries but tomorrow's dream"", 'In the arms of rain we are free', 'Again, I fought myself and lost', ""Come bite the apple and I'll coil around your heart"", ""I'm so happy to see you weep along in these arms you belong"", ""Ave Maria, we've tried"", ""Ave Maria, we've cried"", ""Ave Maria, we've died"", 'In the arms of rain', 'Hail Maries', ""It's the end of a road, hold me"", ""It's the end of a road and we're free\n""]"
2010,Screamworks: Love In Theory And Practice,Ode To Solitude,"['Easy on the eyes, uneasy on the heart', 'Sew my wrists shut', 'Sew my wrists shut with hope straight into light', 'Shining bright I dare you you to dream this', 'And I dare you to dream this gone what I want to know what make you smile less', ""Here's to the pain, the light of the oncoming train"", 'Come on', 'Ode to solitude in chains', ""Here's to the pain as always heaven in flames"", 'Now bleeding', 'Map the scars of a heart bruised and torn', 'Loosen the noose love', 'Loosen the noose with love', 'What I want to know is why you keep me hangin', 'If I should fail (and I will) to stay', 'Remember not to forget this feeling you have', ""I've failed"", 'Please pretend it never happen baby', 'Ode to solitude', 'Ode to solitude\n']"
2010,Screamworks: Love In Theory And Practice,Shatter Me With Hope,"[""The girl who cried at love, won't you come and play with me?"", 'You can be Cassandra, underneath the sword of Damocles', ""We'll tear this baby apart wise like Solomon"", 'Run, come shatter me now', 'Shatter me with hope', 'Crawl, come breathe me in, bleed out sorrow', 'Scream me a dream, untouched by shadows', 'Baby, shatter me now, shatter me now', ""She'll be the witness to the repose of Evelyn"", 'Push the needle in', 'To the of canticles of ecstasy', 'Turn to page 43', ""And you'll know how I feel"", 'Run, come shatter me now, shatter me with hope', 'Crawl, come breathe me in, bleed out all sorrow', 'shatter me with hope', ""Swear on your heart's grave, I'm wrong"", ""and love like your life's depending on it"", '(because it is!)', ""We'll tear this baby apart, wise like Solomon"", ""Turn to page forty three, and you'll know how I feel"", 'Crawl, come breathe me in', 'Bleed out all sorrow', 'Scream me dream, untouched by shadows', 'Shatter me now, shatter me now, shatter me now', 'Oh, oh-u, oooh', 'Oh, oh-u, oooh,Oh, oh-u, oooh', 'Scream me a dream.....!', '(Shatter me now, shatter me now, shatter me now)', '(Shatter me now, shatter me now, shatter me now)\n']"
2010,Screamworks: Love In Theory And Practice,Acoustic Funeral (For Love In Limbo),"['You missed the winter and it followed you back home ', 'Where sun kissed the crimson footsteps in the melting snow ', 'We are doing our best to disown the golden mean ', 'By disacts of cruelty in the name of beauty to be free ', 'The acoustic funeral for love in limbo ', ""We're dancing with tags on our toes "", 'I saved my last breath for your window ', 'To write you this song for the acoustic funeral ', 'On the verge of a vow to kill all reason locking that door ', 'To a nightmare within a nightmare we are bound to adore ', 'Let the pleasure in the shape of a heart lie to me ', 'And finally confirm all fears to be so real ', 'Be so real ', ""Underneath the ice so thin I am turning blue (I'm turning blue) "", 'The one last thing I know to be real is the shadow of you ', 'Killing love with a kiss ', 'To write you this song ', '(the acoustic funeral for love in limbo) ', ""(we're dancing with tags on our toes) "", 'Lest we have to fall ', 'For the acoustic funeral ', 'Killing love with a kiss\n']"
2010,Screamworks: Love In Theory And Practice,Like St. Valentine,"[""In the name of love lost I'm frozen to her and I want you to"", 'come build me a bridge soaked in gasoline and pass the torch.', 'Hey baby let me be your Valentine, St. Valentine...', 'Suck the sorrow out of you and try to keep the lie alive.', 'Like St. Valentine', 'Like the couple from Pompei,', ""our drama's put on display."", 'Along with a dove, stuffed', 'In a coffin of glass entitled', '""Love, Lust and the Holy Ghost"".', 'Those were the days.', 'Hey baby let me be your Valentine, St. Valentine,', 'Suck the sorrow out of you and try to keep a lie alive.', 'Like Saint Valentine.', ""Love's the only war worth dying for."", ""Build me up to knock me down, I'm all yours."", 'Hey baby let me be your valentine, St. Valentine,', 'Like Saint Valentine.\n']"
2010,Screamworks: Love In Theory And Practice,The Foreboding Sense Of Impending Happiness,"['By your heartstrings I am hanging from a dream', 'Gently swinging in the warm autumn breeze', 'Come look at the scars', 'Smother a heart, opening up', 'Look at the scars', 'Smother a heart, opening up no more', 'Tip toeing along a strand of your hair suspended between', 'These thoughts and actions miles above reality', 'look at the scars', '(look at the scars)', 'Opening up', 'Look at the Scars', 'You open me up', 'open me up', 'Smother a heart', 'opening up', '(Look at the scars)', '(Smother a heart)', '(Opening up)\n']"
2013,Tears On Tape,All Lips Go Blue,"['Hear the silent sighing song,', 'A moment of calm before the storm.', 'My heart so violently beats along,', 'Leaving me to want to end it all.', 'I weep for the dream in a grave,', 'The one that made all lips go blue, blue, blue.', 'I read the words on torn down walls,', 'Reminding me how much I loved you.', 'I leave, bleeding yet another day,', 'Itâ\x80\x98s all for you.', 'Blue, blue, blue,', 'Weep for the dream in a grave,', 'In the silent sighs in song.\n']"
2013,Tears On Tape,Love Without Tears,"['As the light across the room flickers its dying song waiting for a reason to keep going on.', 'The sweetest wine has now turned bitter by these thoughts', 'So I wander the dark on my own,', ""I should've known all along"", 'That love without tears is just a story told to keep us hanging on in the cold all alone', 'Bathing in fear I sing', 'Love without tears,', 'Love without tears', 'A ghost residing here', ""A boy who can't let go"", ""Won't take no for an answer"", 'Crying his song,', 'Go on and prove me wrong', 'Please let me be so wrong\n']"
2013,Tears On Tape,I Will Be The End Of You,"['Cold, underneath the starry night', 'Breathing in everything but air', 'See as the fiery lights dies in your eyes', 'On your leaving', ""Love's screaming,"", '""I will be the end of you!""', 'And I\'m pleading, ""Don\'t you stop now.', 'Go on and tear me apart,', 'Show me all you have got', 'And I will be', 'So free.""', 'Hear the cries of the stormy skies', 'Letting go of all that she has held in', 'Waiting for that shadow to smile', 'And realize youâ\x80\x99re nowhere near me.', 'Go on and tear me apart.', 'Show me all you have got.', 'And I will be so free from all that has been.""', 'We will be so free from all that has been.', 'So free from all that weâ\x80\x99ve seen.', 'So free\n']"
2013,Tears On Tape,Tears On Tape,"['Church bells toll', 'Thunder roars around me', 'Iâ\x80\x99ve been warned to prepare myself', 'For the fall', 'Iâ\x80\x99m armed to the teeth with tender pain', 'Of all yesterdays', 'Tears on tape', 'I will follow into your heart', 'Sketching rain from afar', 'She surrenders needle in arm', 'While we dance into the storm', 'Darkness falls', 'Settling the score with love for once and for all', 'Soaked in blood I cry', 'I fear weâ\x80\x99re lost to the summer rain', 'Lonely and afraid', 'And for a moment thereâ\x80\x99s no pain', 'For once thereâ\x80\x99s no more pain in your eyes', 'And maybe weâ\x80\x99ll love, just enough', 'To convince us to keep breathing on', 'I will follow you, to your arms\n']"
2013,Tears On Tape,Into The Night,"['Trapped in autumn, buried beneath the leaves', 'To the echo of the summer softly weeping', 'Sinking further in this sanguinary sea', 'Painting pain with pastels through her cemetery eyes', 'Chorus:]', 'Into the night we ride, scars wide open', 'Into the night, you and I torn and broken', 'Bleed into the night', ""Blinded by the sun's brightest rays"", 'Radiating from the sharpened razor blade', 'Side by side: darkness and light', 'Play their game so unafraid, their heartbeats synchronized', ""(we're engulfed in fire)"", ""Bleed into the night and I'll meet you there"", 'Waiting for the world to end', 'Oh let it end again', 'Bleed into the night, arms wide open', 'Will you meet me there?\n']"
2013,Tears On Tape,Hearts At War,"['So after all that we have done,', 'Are you feeling cold like the winter sun?', 'And have you thought about all the words that we left unsaid,', ""Don't be scared,"", ""(you shouldn't be)"", 'Hearts at war', 'Drunk on dreams', ""Of all that's been lost now"", 'Let them bleed,', 'Just let them', 'Run away as far as you can', 'And hide behind all the promises', ""But I'll find you 'cause you are of fire"", ""And I'm the rain,"", ""Don't be afraid"", '(it would be a shame)', 'Let them bleed', 'For a thing called love', ""And there's no escaping,"", 'What we have brought upon ourselves again', ""And there's no escaping"", ""There's no way out baby"", 'Weâ\x80\x99ve brought this upon ourselves again\n']"
2013,Tears On Tape,No Love,"['Forever and ever!', 'Shadows grow taller, ', ""And I'm sleeping on my scars"", 'Lonely, I hold her', 'And crave for your warmth', '(And it hurts hard)', ""There's no love,"", 'No love will be enough ', ""for what I'm feeling"", 'No love', 'No love will be the end ', 'of this dreaming of you', 'Hell is freezing over ', 'And the light is long gone', 'And I wonder where you are', ""There's no love"", 'No love will be enough, ', ""We're the stars "", 'In the drawing of the flame', 'Making love to the rain', 'of this dreaming of you\n']"
2013,Tears On Tape,Drawn & Quartered,"['We could be like all the others with nowhere to go', 'Paint ourselves into a corner with hope', 'This could be the end of everything', 'Afraid of a dream of one', 'Chorus:]', ""Let's hold these hearts for one another"", ""It's worth all wounds, it must be"", ""If I'm drawn and quartered"", ""It's only for you"", 'Shall we hold that thought now and forever', 'In all shades of blue', ""So why won't you (why won't you) been waiting for you (waiting for you)?"", ""Why won't you go on and run?"", 'Every part of me wants to believe', ""There's a darkness we need to feel"", 'For the brightest light to be seen and felt inside', 'Only because of you', ""So why won't you (why won't you) been watching too (watching too)?"", ""So why won't you go on and run with them?"", 'Run away, go on and run away', ""And I'll stay yours"", 'Drawn & quartered ', '3x]', 'For you', ""It's all I can do."", 'My baby, hold that thought now and forever', ""Why won't you (why won't you)?"", ""I'll wait for you (I'll wait for you)"", ""So why won't you go on and run"", ""Why won't you"", ""So why won't you go on and run with me?"", 'Run away', 'Hold these hearts for one another', 'Hold these thoughts now and forever', 'Always\n']"
2013,Tears On Tape,When Love Starts To Die,"['I kissed the void and crawl straight into its heart', 'Disowning all I adore', 'I prayed to hear again', 'That serpent song', 'Wishing it would be over', 'When love starts to die', 'It begins with a kiss', 'Violently soothing and warm', 'So do I (so do I)', 'So do I', 'Thatâ\x80\x99s right', 'My foot fail me?', 'In a hardening stone', 'Still waiting for your call', 'Ooh', ""Your words tickle like angels' wings blow"", 'So I die', 'So do I\n']"
2013,Tears On Tape,Kiss The Void,"[""I'm losin' power and I don't know why?"", ""Not really sure if I'll live or die"", ""I wanna leave but I can't get away"", ""It's a strange sensation"", ""Out of control bein' by myself"", 'I feel this gravitation', ""Caught like a magnet and I'm bein' pulled"", '(Into the void)', 'I wanna get away, get away', ""I'm bein' pulled, I'm bein' pulled down"", ""This place is spinnin', spinnin' around"", ""Fell like I'm bein' pulled into a black hole"", ""This crazy feelin's screwin' with my head"", ""I'm overloadin' and my gauges are red"", ""State of confusion's got a hold on me"", 'I feel a hesitation', ""I'm bein' drugged, fallen out of the track"", ""Don't like the situation"", ""My head is spinnin', spinnin' around 'round"", ""This force is gettin', gettin' stronger"", ""I'm bein' pulled, bein' pulled down down"", 'Down down', 'I wanna really get away', ""Don't like this feelin', I'm bein' pulled down"", ""Feel like it's spinnin', spinnin' around"", ""I'm being pulled, bein' pulled down down"", 'Get away, get away', '(Into the void)\n']"
